"","Stn.Code","Sampling.Date","State","City.Town.Village.Area","Location.of.Monitoring.Station","Agency","Type.of.Location","SO2","NO2","RSPM.PM10","PM.2.5","season"
"1995",696,"03-03-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",15,16,82,42,"summer"
"1996",696,"06-03-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",17,17,162,22,"summer"
"1997",696,"10-03-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",16,18,153,38,"summer"
"1998",696,"12-03-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",17,15,173,56,"summer"
"1999",696,"17-03-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",18,17,185,55,"summer"
"2000",696,"20-03-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",17,17,176,85,"summer"
"2001",696,"24-03-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",18,16,175,72,"summer"
"2002",696,"26-03-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",17,15,175,89,"summer"
"2003",696,"30-03-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",15,14,113,48,"summer"
"2004",696,"03-04-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",14,15,165,57,"summer"
"2005",696,"07-04-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",15,16,123,50,"summer"
"2006",696,"09-04-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",15,17,108,54,"summer"
"2007",696,"14-04-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",15,15,97,55,"summer"
"2008",696,"17-04-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",15,16,73,45,"summer"
"2009",696,"21-04-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",15,17,96,40,"summer"
"2010",696,"24-04-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",15,16,76,38,"summer"
"2011",696,"28-04-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",16,19,68,40,"summer"
"2012",696,"30-04-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",14,15,83,53,"summer"
"2013",696,"04-05-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",14,15,96,46,"summer"
"2014",696,"07-05-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",14,16,142,35,"summer"
"2015",696,"12-05-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",14,16,119,57,"summer"
"2016",696,"15-05-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",15,14,97,41,"summer"
"2017",696,"18-05-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",16,15,103,51,"summer"
"2018",696,"22-05-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",15,15,94,55,"summer"
"2019",696,"26-05-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",15,15,120,46,"summer"
"2020",696,"29-05-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",13,14,99,33,"summer"
"2021",696,"02-06-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",14,15,98,39,"summer"
"2022",696,"05-06-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",15,17,144,49,"summer"
"2023",696,"08-06-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",12,14,60,36,"summer"
"2024",696,"11-06-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",16,14,60,21,"summer"
"2025",696,"17-06-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",17,15,41,18,"summer"
"2026",696,"19-06-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",15,16,37,22,"summer"
"2027",696,"23-06-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",16,16,41,24,"summer"
"2028",696,"26-06-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",10,11,30,18,"summer"
"2029",696,"30-06-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",10,14,25,12,"summer"
"2030",696,"03-07-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",15,14,47,27,"rainy"
"2031",696,"06-07-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",13,15,52,32,"rainy"
"2032",696,"09-07-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",13,13,46,23,"rainy"
"2033",696,"15-07-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",14,14,42,26,"rainy"
"2034",696,"17-07-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",11,13,53,29,"rainy"
"2035",696,"21-07-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",10,10,61,34,"rainy"
"2036",696,"24-07-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",10,10,54,32,"rainy"
"2037",696,"28-07-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",10,11,61,40,"rainy"
"2038",696,"31-07-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",10,10,57,39,"rainy"
"2039",696,"04-08-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",11,11,77,30,"rainy"
"2040",696,"06-08-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",9,11,63,37,"rainy"
"2041",696,"11-08-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",11,12,99,26,"rainy"
"2042",696,"13-08-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",10,12,43,18,"rainy"
"2043",696,"18-08-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",7,11,65,30,"rainy"
"2044",696,"20-08-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",10,9,68,34,"rainy"
"2045",696,"25-08-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",10,10,80,35,"rainy"
"2046",696,"28-08-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",9,10,73,38,"rainy"
"2047",696,"31-08-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",9,12,91,35,"rainy"
"2048",696,"03-09-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",9,10,117,53,"rainy"
"2049",696,"07-09-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",9,11,119,51,"rainy"
"2050",696,"10-09-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",10,11,108,52,"rainy"
"2051",696,"14-09-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",9,11,74,23,"rainy"
"2052",696,"18-09-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,10,70,28,"rainy"
"2053",696,"21-09-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",9,10,78,24,"rainy"
"2054",696,"24-09-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",9,10,84,38,"rainy"
"2055",696,"28-09-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",9,10,93,48,"rainy"
"2056",696,"01-10-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",11,13,132,66,"winter"
"2057",696,"05-10-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",12,14,134,61,"winter"
"2058",696,"08-10-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",12,14,121,49,"winter"
"2059",696,"12-10-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",13,14,124,58,"winter"
"2060",696,"15-10-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",13,15,101,49,"winter"
"2061",696,"19-10-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",12,14,146,60,"winter"
"2062",696,"22-10-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",13,15,139,83,"winter"
"2063",696,"27-10-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",11,14,187,68,"winter"
"2064",696,"30-10-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",12,13,144,63,"winter"
"2065",696,"02-11-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",12,13,168,87,"winter"
"2066",696,"05-11-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",13,14,155,59,"winter"
"2067",696,"09-11-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",12,14,183,87,"winter"
"2068",696,"11-11-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",19,26,220,116,"winter"
"2069",696,"16-11-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",12,15,157,68,"winter"
"2070",696,"19-11-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",14,15,160,70,"winter"
"2071",696,"23-11-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",15,15,175,93,"winter"
"2072",696,"26-11-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",12,14,179,86,"winter"
"2073",696,"30-11-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",11,14,186,107,"winter"
"2074",696,"03-12-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",14,16,87,49,"winter"
"2075",696,"07-12-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",13,14,170,43,"winter"
"2076",696,"10-12-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",12,14,171,112,"winter"
"2077",696,"14-12-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",12,14,184,129,"winter"
"2078",696,"17-12-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",13,15,182,104,"winter"
"2079",696,"21-12-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",13,14,189,124,"winter"
"2080",696,"24-12-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",14,15,115,71,"winter"
"2081",696,"28-12-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",13,14,159,85,"winter"
"2082",696,"31-12-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",13,14,159,84,"winter"
"2083",697,"03-01-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,30,89,51,"winter"
"2084",697,"07-01-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,29,82,46,"winter"
"2085",697,"10-01-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,30,80,55,"winter"
"2086",697,"14-01-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,30,94,47,"winter"
"2087",697,"17-01-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,29,86,51,"winter"
"2088",697,"21-01-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,30,98,59,"winter"
"2089",697,"24-01-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,31,93,55,"winter"
"2090",697,"28-01-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,28,88,47,"winter"
"2091",697,"31-01-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,29,86,54,"winter"
"2092",697,"04-02-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,28,92,30,"winter"
"2093",697,"07-02-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,27,80,35,"winter"
"2094",697,"11-02-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,28,80,26,"winter"
"2095",697,"14-02-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,28,93,30,"winter"
"2096",697,"18-02-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,28,78,26,"winter"
"2097",697,"21-02-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,28,81,34,"winter"
"2098",697,"25-02-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,28,79,30,"winter"
"2099",697,"28-02-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,28,76,25,"winter"
"2100",697,"04-03-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,27,59,22,"summer"
"2101",697,"07-03-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,28,70,26,"summer"
"2102",697,"11-03-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,26,73,22,"summer"
"2103",697,"14-03-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,25,68,26,"summer"
"2104",697,"18-03-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,27,73,30,"summer"
"2105",697,"21-03-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,28,81,26,"summer"
"2106",697,"25-03-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,29,77,30,"summer"
"2107",697,"28-03-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,29,76,34,"summer"
"2108",697,"01-04-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,28,61,35,"summer"
"2109",697,"04-04-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,29,66,39,"summer"
"2110",697,"08-04-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,28,64,35,"summer"
"2111",697,"11-04-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,26,70,26,"summer"
"2112",697,"15-04-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,29,62,22,"summer"
"2113",697,"18-04-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,27,71,21,"summer"
"2114",697,"22-04-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,28,73,26,"summer"
"2115",697,"25-04-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,28,79,30,"summer"
"2116",697,"29-04-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,30,76,26,"summer"
"2117",697,"02-05-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,28,60,26,"summer"
"2118",697,"06-05-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,26,75,35,"summer"
"2119",697,"09-05-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,27,89,26,"summer"
"2120",697,"13-05-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,27,67,22,"summer"
"2121",697,"16-05-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,27,79,26,"summer"
"2122",697,"20-05-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,26,76,30,"summer"
"2123",697,"23-05-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,28,61,26,"summer"
"2124",697,"27-05-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,29,61,30,"summer"
"2125",697,"30-05-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,31,59,35,"summer"
"2126",697,"03-06-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,30,67,35,"summer"
"2127",697,"06-06-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,30,61,30,"summer"
"2128",697,"10-06-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,28,60,26,"summer"
"2129",697,"13-06-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,28,70,30,"summer"
"2130",697,"17-06-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,30,61,26,"summer"
"2131",697,"20-06-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,26,58,22,"summer"
"2132",697,"24-06-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,28,63,26,"summer"
"2133",697,"27-06-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,29,58,30,"summer"
"2134",697,"01-07-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,28,62,26,"rainy"
"2135",697,"04-07-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,28,60,30,"rainy"
"2136",697,"08-07-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,27,59,29,"rainy"
"2137",697,"11-07-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,28,65,35,"rainy"
"2138",697,"15-07-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,28,73,30,"rainy"
"2139",697,"18-07-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,29,56,26,"rainy"
"2140",697,"22-07-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,28,59,34,"rainy"
"2141",697,"25-07-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,28,55,33,"rainy"
"2142",697,"29-07-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,29,56,30,"rainy"
"2143",697,"02-12-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,29,90,39,"winter"
"2144",697,"05-12-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,31,83,43,"winter"
"2145",697,"09-12-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,29,77,34,"winter"
"2146",697,"12-12-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,29,81,51,"winter"
"2147",697,"16-12-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,28,78,38,"winter"
"2148",697,"19-12-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,29,95,56,"winter"
"2149",697,"23-12-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,28,99,47,"winter"
"2150",697,"26-12-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,30,94,34,"winter"
"2151",697,"30-12-15","Odisha","Cuttack","Near Barabati Stadium, Tulasipur","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,33,99,38,"winter"
"2152",816,"02-01-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,37,NA,"winter"
"2153",816,"05-01-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,15,83,NA,"winter"
"2154",816,"08-01-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,15,87,NA,"winter"
"2155",816,"12-01-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,16,144,NA,"winter"
"2156",816,"15-01-15","Odisha","Konark","Konark police station, Konark","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,156,NA,"winter"
