"","X.1","X","Stn.Code","Sampling.Date","State","City.Town.Village.Area","Location.of.Monitoring.Station","Agency","Type.of.Location","SO2","NO2","RSPM.PM10","PM.2.5","season","quarter","Type.of.Location.Binary.form"
"1692",1988,1988,696,"2015-02-06","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",15,18,117,47,"winter",1,1
"1693",1989,1989,696,"2015-02-10","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",14,16,215,48,"winter",1,1
"1694",1990,1990,696,"2015-02-12","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",17,14,122,49,"winter",1,1
"1695",1991,1991,696,"2015-02-17","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",17,16,84,43,"winter",1,1
"1696",1992,1992,696,"2015-02-20","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",15,16,177,57,"winter",1,1
"1697",1993,1993,696,"2015-02-24","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",16,16,171,67,"winter",1,1
"1698",1994,1994,696,"2015-02-27","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",11,13,144,56,"winter",1,1
"1699",1995,1995,696,"2015-03-03","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",15,16,82,42,"summer",1,1
"1700",1996,1996,696,"2015-03-06","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",17,17,162,22,"summer",1,1
"1701",1997,1997,696,"2015-03-10","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",16,18,153,38,"summer",1,1
"1702",1998,1998,696,"2015-03-12","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",17,15,173,56,"summer",1,1
"1703",1999,1999,696,"2015-03-17","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",18,17,185,55,"summer",1,1
"1704",2000,2000,696,"2015-03-20","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",17,17,176,85,"summer",1,1
"1705",2001,2001,696,"2015-03-24","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",18,16,175,72,"summer",1,1
"1706",2002,2002,696,"2015-03-26","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",17,15,175,89,"summer",1,1
"1707",2003,2003,696,"2015-03-30","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",15,14,113,48,"summer",1,1
"1708",2004,2004,696,"2015-04-03","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",14,15,165,57,"summer",2,1
"1709",2005,2005,696,"2015-04-07","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",15,16,123,50,"summer",2,1
"1710",2006,2006,696,"2015-04-09","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",15,17,108,54,"summer",2,1
"1711",2007,2007,696,"2015-04-14","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",15,15,97,55,"summer",2,1
"1712",2008,2008,696,"2015-04-17","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",15,16,73,45,"summer",2,1
"1713",2009,2009,696,"2015-04-21","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",15,17,96,40,"summer",2,1
"1714",2010,2010,696,"2015-04-24","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",15,16,76,38,"summer",2,1
"1715",2011,2011,696,"2015-04-28","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",16,19,68,40,"summer",2,1
"1716",2012,2012,696,"2015-04-30","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",14,15,83,53,"summer",2,1
"1717",2013,2013,696,"2015-05-04","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",14,15,96,46,"summer",2,1
"1718",2014,2014,696,"2015-05-07","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",14,16,142,35,"summer",2,1
"1719",2015,2015,696,"2015-05-12","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",14,16,119,57,"summer",2,1
"1720",2016,2016,696,"2015-05-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",15,14,97,41,"summer",2,1
"1721",2017,2017,696,"2015-05-18","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",16,15,103,51,"summer",2,1
"1722",2018,2018,696,"2015-05-22","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",15,15,94,55,"summer",2,1
"1723",2019,2019,696,"2015-05-26","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",15,15,120,46,"summer",2,1
"1724",2020,2020,696,"2015-05-29","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",13,14,99,33,"summer",2,1
"1725",2021,2021,696,"2015-06-02","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",14,15,98,39,"summer",2,1
"1726",2022,2022,696,"2015-06-05","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",15,17,144,49,"summer",2,1
"1727",2023,2023,696,"2015-06-08","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",12,14,60,36,"summer",2,1
"1728",2024,2024,696,"2015-06-11","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",16,14,60,21,"summer",2,1
"1729",2025,2025,696,"2015-06-17","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",17,15,41,18,"summer",2,1
"1730",2026,2026,696,"2015-06-19","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",15,16,37,22,"summer",2,1
"1731",2027,2027,696,"2015-06-23","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",16,16,41,24,"summer",2,1
"1732",2028,2028,696,"2015-06-26","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",10,11,30,18,"summer",2,1
"1733",2029,2029,696,"2015-06-30","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",10,14,25,12,"summer",2,1
"1734",2030,2030,696,"2015-07-03","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",15,14,47,27,"rainy",2,1
"1735",2031,2031,696,"2015-07-06","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",13,15,52,32,"rainy",2,1
"1736",2032,2032,696,"2015-07-09","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",13,13,46,23,"rainy",2,1
"1737",2033,2033,696,"2015-07-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",14,14,42,26,"rainy",2,1
"1738",2034,2034,696,"2015-07-17","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",11,13,53,29,"rainy",2,1
"1739",2035,2035,696,"2015-07-21","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",10,10,61,34,"rainy",2,1
"1740",2036,2036,696,"2015-07-24","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",10,10,54,32,"rainy",2,1
"1741",2037,2037,696,"2015-07-28","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",10,11,61,40,"rainy",2,1
"1742",2038,2038,696,"2015-07-31","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",10,10,57,39,"rainy",2,1
"1743",2039,2039,696,"2015-08-04","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",11,11,77,30,"rainy",3,1
"1744",2040,2040,696,"2015-08-06","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",9,11,63,37,"rainy",3,1
"1745",2041,2041,696,"2015-08-11","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",11,12,99,26,"rainy",3,1
"1746",2042,2042,696,"2015-08-13","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",10,12,43,18,"rainy",3,1
"1747",2043,2043,696,"2015-08-18","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",7,11,65,30,"rainy",3,1
"1748",2044,2044,696,"2015-08-20","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",10,9,68,34,"rainy",3,1
"1749",2045,2045,696,"2015-08-25","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",10,10,80,35,"rainy",3,1
"1750",2046,2046,696,"2015-08-28","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",9,10,73,38,"rainy",3,1
"1751",2047,2047,696,"2015-08-31","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",9,12,91,35,"rainy",3,1
"1752",2048,2048,696,"2015-09-03","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",9,10,117,53,"rainy",3,1
"1753",2049,2049,696,"2015-09-07","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",9,11,119,51,"rainy",3,1
"1754",2050,2050,696,"2015-09-10","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",10,11,108,52,"rainy",3,1
"1755",2051,2051,696,"2015-09-14","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",9,11,74,23,"rainy",3,1
"1756",2052,2052,696,"2015-09-18","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",6,10,70,28,"rainy",3,1
"1757",2053,2053,696,"2015-09-21","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",9,10,78,24,"rainy",3,1
"1758",2054,2054,696,"2015-09-24","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",9,10,84,38,"rainy",3,1
"1759",2055,2055,696,"2015-09-28","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",9,10,93,48,"rainy",3,1
"1760",2056,2056,696,"2015-10-01","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",11,13,132,66,"winter",3,1
"1761",2057,2057,696,"2015-10-05","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",12,14,134,61,"winter",3,1
"1762",2058,2058,696,"2015-10-08","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",12,14,121,49,"winter",3,1
"1763",2059,2059,696,"2015-10-12","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",13,14,124,58,"winter",3,1
"1764",2060,2060,696,"2015-10-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",13,15,101,49,"winter",3,1
"1765",2061,2061,696,"2015-10-19","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",12,14,146,60,"winter",3,1
"1766",2062,2062,696,"2015-10-22","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",13,15,139,83,"winter",3,1
"1767",2063,2063,696,"2015-10-27","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",11,14,187,68,"winter",3,1
"1768",2064,2064,696,"2015-10-30","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",12,13,144,63,"winter",3,1
"1769",2065,2065,696,"2015-11-02","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",12,13,168,87,"winter",3,1
"1770",2066,2066,696,"2015-11-05","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",13,14,155,59,"winter",3,1
